"id","code","name","city","country","additional_info"
806,TH,Suvarnabhumi International Airport (BKK),Bangkok,Thailand,"Transit services incl 2 hours assistance only! VOA Fast Track + 75,00 (not incl. visa fees)
Electric baggy (int’ arrival only) - 85,00 (upto 3 pax) Porter services - 55,00 (upto 4 bags)
Infants up to 2 yo - free-of-charge. Children 2 - 12 yo - 25% discount
Business lounge for ECO pax (departure) - 75,00 p/P
Last minute request (<2 days) + 25%"
807,TH,Don Mueang International Airport (DMK),Bangkok,Thailand,"Transit services incl 2 hours assistance only! VOA Fast Track + 75,00 (not incl. visa fees)
Electric baggy (int’ arrival only) - 85,00 (upto 3 pax) Porter services - 55,00 (upto 4 bags)
Infants up to 2 yo - free-of-charge. Children 2 - 12 yo - 25% discount
Business lounge for ECO pax (departure) - 75,00 p/P
Last minute request (<2 days) + 25%"
808,TH,Chiang Mai International Airport (CNX),Chiang Mai,Thailand,"Porter services - 55,00 (upto 4 bags) Infants up to 2 yo - free-of-charge. Children 2 - 12 yo - 25% discount
Business lounge for ECO pax (departure) - 75,00 p/P
Last minute request (<2 days) + 25%"
809,TH,Samui International Airport (USM),Koh Samui,Thailand,"Porter services - 55,00 (upto 4 bags) Infants up to 2 yo - free-of-charge. Children 2 - 12 yo - 25% discount
Business lounge for ECO pax (departure) - 75,00 p/P
Last minute request (<2 days) + 25%"
810,TH,Krabi International Airport (KBV),Krabi,Thailand,"Porter services - 55,00 (upto 4 bags) Infants up to 2 yo - free-of-charge. Children 2 - 12 yo - 25% discount
Business lounge for ECO pax (departure) - 75,00 p/P
Last minute request (<2 days) + 25%"
811,TH,Phuket International Airport (HKT),Phuket,Thailand,"VOA Fast Track + 75,00 (not incl. visa fees)
Electric baggy (int’ arrival only) - 85,00 (upto 3 pax) Porter services - 55,00 (upto 4 bags)
Infants up to 2 yo - free-of-charge. Children 2 - 12 yo - 25% discount
Business lounge for ECO pax (departure) - 75,00 p/P Last minute request (<2 days) + 25%"
812,TG,Lome-Tokoin - Gnassingbé Eyadéma International Airport (LFW),Lome,Togo,"Porter service - 45,00 (up to 3 bags) VIP Lounge at departure 85,00 p/Pax Children till 12yo - 110,00
Last minute requests < 72 hours + 25%"
813,TO,Fua’amotu International Airport (TBU),Nuku’alofa,Tonga,"VIP Lounge incl. (arrival & departure) Porter services – 40,00 (up to 4 bags) Children till 12yo – 105,00
Last minute request < 3 days + 25%"
814,TT,"Arthur Napoleon Raymond Robinson International
Airport (TAB)",Crown Point (Island of Tobago),Trinidad and Tobago,"Porter service + 45,00 (up to 3 bags) VIP Lounge at departure 75,00 p/Pax Children till 12yo - 100,00
Last minute requests < 72 hours + 25%"
815,TT,Piarco International Airport (POS),Piarco (Island of Trinidad),Trinidad and Tobago,"Porter service incl. VIP Lounge incl.
Children till 12yo - 150,00
Last minute requests < 72 hours + 25%"
816,TN,"Enfidha - Hammamet International
Airport (NBE)",Enfidha,Tunisia,"Porter service + 50,00 (up to 4 bags) VIP Lounge at departure +65,00 p/Pax Children till 12yo - 60,00
Last minute requests < 3 days + 25%"
817,TN,"Monastir Habib Bourquiba International
Airport (MIR)",Monastir,Tunisia,"Porter service + 50,00 (up to 4 bags) VIP Lounge at departure +65,00 p/Pax Children till 12yo - 60,00
Last minute requests < 3 days + 25%"
818,TN,Tunis - Carthage International Airport (TUN),Tunis,Tunisia,"Porter service + 50,00 (up to 4 bags) VIP Lounge at departure +65,00 p/Pax Children till 12yo - 60,00
Last minute requests < 3 days + 25%"
819,TR,Adana Şakirpaşa Airport (ADA),Adana,Turkey,"Porter service + 50,00 (up to 4 bags) VIP Lounge at departure +65,00 p/Pax Children till 12yo - 60,00
Last minute requests < 3 days + 25%"
820,TR,Esenboga International Airport (ESB),Ankara,Turkey,"Porter service + 50,00 (up to 4 bags) Business Lounge at departure +55,00 p/Pax
Private transfer to/from a/c (remote parking only!) – 90,00 p/pax!
Infants up to 1,99 yo – free-of-charge. No discount for children!
Last minute requests < 72 hours + 25%"
821,TR,Esenboga International Airport (ESB),Ankara,Turkey,"For groups up to 5 pax only!!!   All in Infants up to 1,99 yo – free-of-charge.
No discount for children Last minute requests < 4 business days + 25%"
822,TR,Antalya International Airport (AYT),Antalya,Turkey,"Porter service + 50,00 (up to 4 bags) Business Lounge at departure +65,00 p/Pax Infants up to 1,99 yo – free-of-charge.
No discount for children Last minute requests < 72 hours
+ 25%"
825,TR,Milas-Bodrum Airport (BJV),Bodrum,Turkey,"For groups up to 5 pax only!!!  All in Infants up to 1,99 yo – free-of-charge. No discount for children
Last minute requests < 4 business days + 25%"
826,TR,Milas-Bodrum Airport (BJV),Bodrum,Turkey,"Porter service + 50,00 (up to 4 bags)
Private transfer to/from a/c (remote parking only!) – 90,00 p/pax!
Infants up to 1,99 yo – free-of-charge. No discount for children
Last minute requests < 72 hours + 25%"
827,TR,Milas-Bodrum Airport (BJV),Bodrum,Turkey,"Porter service + 50,00 (up to 4 bags) CIP Lounge (departure) - 95,00 EUR p/p
Business Lounge (departure) – 65,00 EUR p/p Infants up to 1,99 yo – free-of-charge.
No discount for children"
828,TR,Dalaman International Airport (DLM),Dalaman,Turkey,"For groups up to 5 pax only!!! Private transfer from/to a/c incl. Porter services incl.
Children till 12yo - 350,00
Last minute requests < 72 hours + 25%"
829,TR,Dalaman International Airport (DLM),Dalaman,Turkey,"Porter service + 50,00 (up to 4 bags) Business Lounge at departure +65,00 p/Pax Children till 12yo - 60,00
Last minute requests < 72 hours + 25%"
830,TR,Diyarbakir Airport (DIY),Diyarbakir,Turkey,"Porter service + 50,00 (up to 4 bags) Business Lounge at departure +65,00 p/Pax Children till 12yo - 65,00
Last minute requests < 72 hours + 25%"
831,TR,Istanbul – New Istanbul Airport (IST),Istanbul,Turkey,"Porter service + 50,00 (up to 3 bags) Buggy/Electric cart + 60,00 p/P
CIP Lounge incl. for international departures only! Infants up to 5 yo – free-of-charge.
Children  (5-11 yo) – 50%
Last minute requests < 72 hours + 25%"
832,TR,Istanbul – New Istanbul Airport (IST),Istanbul,Turkey,"All in. VIP Terminal incl.
Infants up to 1,99 yo – free-of-charge. Children 2 – 11 yo – 50% discount
Last minute requests < 72 hours + 25%
NO BOOKINGS ACCEPTED LESS THAN 60 HOURS PRIOR"
833,TR,Sabiha Gökçen International Airport (SAW),Istanbul,Turkey,"Tarmac transfer from/to a/c – 180,00 p/p – by request Porter service + 50,00 (up to 4 bags)
Business Lounge at departure +75,00 p/Pax Children till 12yo - 110,00; 200,00 (transit)
Last minute requests < 72 hours + 25%"
834,TR,Izmir Adnan Menderes International Airport (ADB),Izmir,Turkey,"Private transfer from/to a/c (remote parking only) – N/A Porter service + 50,00 (up to 4 bags)
Business Lounge at departure +65,00 p/Pax Children till 12yo - 75,00
Last minute requests < 48 hours + 25%"
835,TR,Izmir Adnan Menderes International Airport (ADB),Izmir,Turkey,"Private transfer from/to a/c (remote parking only) = 90,00 p/pax – by request only!
Baggy – by request, depending on gate location. Porter service + 60,00 (up to 4 bags)
Children till 12yo - 130,00
Last minute requests < 72 hours + 25%"
836,TR,"Izmir Adnan Menderes International
Airport (ADB)",Izmir,Turkey,"For groups up to 5 pax only!!!    All in Infants up to 1,99 yo – free-of-charge.
No discount for children Last minute requests < 4 business days + 25%"
837,TR,Trabzon - Air Base International Airport (TZX),Trabzon,Turkey,"Porter service + 50,00 (up to 4 bags) Business Lounge at departure +65,00 p/Pax Children till 12yo - 65,00
Last minute requests < 72 hours + 25%"
838,TR,Trabzon - Air Base International Airport (TZX),Trabzon,Turkey,"+25% < 3 days
Kids 2-11 - 80,00 EUR
Porter (upto 4 p) - 45,00 EUR
CIP Lounge (domestic departure only) - 60,00 EUR p/p"
839,TM,Ashgabat International Airport (ASB),Ashgabat,Turkmenistan,"Porter service + 55,00 (up to 4 bags) CIP Lounge incl.
Children till 12yo - 195,00
Last minute requests < 3 business days + 25%"
840,TC,Providenciales International Airport (PLS),Providenciales,Turks & Caicos Island,"Porter service + 50,00 (up to 4 bags) Children till 12yo - 70,00
Last minute requests < 72 hours + 25%
Private VIP lounge - 650,00 (1 hour up to 6 pax)"
841,UG,Entebbe International Airport (EBB),Entebbe,Uganda,"Porter service + 45,00 (up to 3 bags) Business Lounge at departure +65,00 p/Pax Children till 12yo - 85,00
Last minute requests < 3 days + 25%"
842,UA,Boryspil International Airport (KBP),Kyiv,Ukraine,"Private transfer from/to aircraft incl.
Private transfer from & to aircraft for transit passengers by BMW X7 + 195,00 (extra to transit rate) Infants 0-2 yo - free
Children 2 - 12 yo - 175,00 (arrival or departure), 225,00 (transit)
Last minute requests < 48 hours + 25%"
843,UA,Kyiv International Airport (Zhuliany) (IEV),Kyiv,Ukraine,"Private transfer from/to aircraft incl.
Private transfer from & to aircraft for transit passengers by Maybach + 195,00 (extra to transit rate)
Infants 0-2 yo - free
Children 2 - 12 yo - 175,00 (arrival or departure), 225,00 (transit)
Last minute requests < 48 hours + 25%"
844,UA,"Dnipropetrov’sk International Airport (DNK) (International
flights)",Dnipro,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
845,UA,"Dnipropetrov’sk International Airport (DNK)
(Domestic flights)",Dnipro,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
846,UA,"Kharkiv International Airport (HRK) (International
flights)",Kharkiv,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
847,UA,"Kharkiv International Airport (HRK)
(Domestic flights)",Kahrkiv,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
848,UA,"Lviv Danylo Halytskyi International
Airport (LWO)",Lwow / L’viv,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
849,UA,"Odessa International Airport (ODS) (International
flights)",Odessa,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
850,UA,"Odessa International Airport (ODS)
(Domestic flights)",Odessa,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
851,UA,Zaporizhzhya Airport (OZH) (International flights),Zaporozhe,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
852,UA,"Zaporizhzhya
Airport (OZH) (Domestic flights)",Zaporozhe,Ukraine,"VIP Lounge incl.
Porter service + 40,00 (up to 4 bags) Children till 12yo - 50% discount
Last minute requests < 48 hours + 25%"
853,AE,Abu Dhabi International Airport (AUH),Abu Dhabi,UAE (United Arab Emirates),"Bookings accepted more than 48 hours before date/time of services
Children 2 - 13 - €105,00 / €155,00 (transit) Porter services + 45,00 EUR (up to 4 bags) Last minute requests < 48 hours + 25%"
854,AE,Abu Dhabi International Airport (AUH),Abu Dhabi,UAE (United Arab Emirates),"Bookings accepted more than 48 hours before date/time of services
Children 2 - 13 - €195,00 / €295,00 (transit) Porter services + 45,00 EUR (up to 4 bags) Last minute requests < 48 hours + 25%"
855,AE,Abu Dhabi International Airport (AUH),Abu Dhabi,UAE (United Arab Emirates),"All  in.
Bookings accepted more than 72 hours before date/time of services
Infants – free
Children 2 - 13 - €455,00
Last minute requests < 72 hours + 25%"
856,AE,Dubai International Airport (DXB),Dubai,UAE (United Arab Emirates),"Family or group up to 4 pax = 320,00 Porter services + 45,00 EUR (up to 4 bags) Flowers -65,00
Children (up to 11 yo) = 95,00, 120,00 (transit)
Last minute request <48 hours + 25%"
857,AE,Dubai International Airport (DXB),Dubai,UAE (United Arab Emirates),"Family or group up to 4 pax = 650,00 VIP Marhaba lounge + 50,00 EUR p/p
Porter services + 45,00 EUR (up to 4 bags) NO discount for children!
Last minute request <48 hours + 25%"
858,AE,Dubai International Airport (DXB) Terminals 1 & 3,Dubai,UAE (United Arab Emirates),"Family or group up to 4 pax = 1100,00 Transit services – N/A
All formalities inside the lounge
Baggy gate - lounge incl. – subject to availability Private limo trasnfer from/to a/c - N/A
Porter services incl.
Infants (0 – 1,99 yo) – free-of-charge Children – no discount
Last minute requests 48 - 24 hours + 25%
Last minute requests less than 24 hours + 100%"
859,AE,Dubai International Airport (DXB),Dubai,UAE (United Arab Emirates),"Kids under 3 yo - free-of-charge Last minute request  3 days + 30%
Booking less than 24 hours before services – not accepted
Cancellation is not possible after confirmation!
Payment “on hold” only up to 2 months after date of cancellation!
Amendments – less than 48 hours – 100%"
860,AE,"Al Maktoum
International Airport (DWC)","Dubai / Jebel
Ali",UAE (United Arab Emirates),"VIP Marhaba lounge + 50,00 EUR p/p
Porter services + 45,00 EUR (up to 4 bags) Last minute request <48 hours + 25%
Requests submitted less than 36 hours (local time) prior services - not accepted!"
861,AE,Sharjah International Airport (SHJ),Sharjah,UAE (United Arab Emirates),"Family discount - by request VIP Lounge - by request
Porter service – 35,00 (up to 4 bags)"
862,UK,London City Airport (LCY),London,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
863,UK,London City Airport (LCY),London,United Kingdom of Great Britain & Northern Ireland,"VIP Lounge, private transfer from/to a/c, porter services(up to 2 bags) incl
BY INVITATION ONLY - up to 3 business days to confirmation. Last minute requests < 2 business days + 25%
Bank holidays +50% Cancellation terms:
* After confirmation till 3 business days = 200,00 EUR
* From 3 to 2 business days = 50%
* From 2 business days or no-show = 100%
* Flight change up to 2 business days: 200,00 EUR"
864,UK,Gatwick Airport (LGW),London,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
865,UK,Gatwick Airport (LGW),London,United Kingdom of Great Britain & Northern Ireland,"Private terminal, private transfers, catering etc - All in
BY INVITATION ONLY - up to 3 business days to confirmation. Last minute requests < 2 business days + 25%
Cancellation terms:
* After confirmation till 3 business days = 300,00 EUR
* From 3 to 2 business days = 50%
* From 2 business days or no-show = 100%
* Flight change up to 2 business days: 250,00 EUR"
866,UK,Heathrow Airport (LHR),London,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
867,UK,Heathrow Airport (LHR),London,United Kingdom of Great Britain & Northern Ireland,"For Business & First Class passengers ONLY! Business lounge incl (departure only)  Porter services - 50,00 (up to 4 bags) Children 0 - 12yo - 150,00 / 210,00 (transit)
Last minute requests < 48 hours + 25%"
868,UK,Heathrow Airport (LHR),London,United Kingdom of Great Britain & Northern Ireland,"Private terminal, private transfers from/to aircraft, limo transfer from/to London city center (up to 25 miles), catering etc - All in
BY INVITATION ONLY - up to 3 business days to confirmation
* 6990,00 (4-6 pax)
* 8390,00 (7-9 pax)
* 9990,00 (10-12 pax)
Cancellation terms: SERVICE NON-REFUNDABLE!
* Amendments to bookings are NOT PERMITTED within 36 hours (local time) of services and 100% cancellation fees apply!
* Bookings requested within 36 hours of services incur a late
booking supplement of 850,00 EUR p/booking!"
869,UK,Luton Airport (LTN),London,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
906,US,Bob Hope Airport (BUR),Burbank,United States of America,"Service is limited up to 2 hours!!! Extra fees apply in case of extra hours or part of it!
25% surcharge 10pm-8am, weekends & holidays
25% surcharge - Last minute requests, less than 3 days Porter services - €95,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€65,00
Private SUV transfer between terminals (Transit services)
- €225,00
Infants 0 - 2 yo - free-of-charge
Children 2 - 12 - €95,00 / €155,00 (transit)"
870,UK,Stansted Airport (STN),London,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
871,UK,Aberdeen International Airport (ABZ),Aberdeen (Scotland),United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
872,UK,George Best Belfast City Airport (BHD),Belfast (Northern Ireland),United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
873,UK,Belfast International Airport (BFS),Belfast (Northern Ireland),United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
874,UK,Birmingham Airport (BHX),Birmingham (England),United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
875,UK,Bournemouth Airport (BOH),Bournemouth,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
876,UK,Bristol Airport (BRS),Bristol (England),United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
877,UK,Cardiff Airport (CWL),Cardiff,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
878,UK,Robin Hood Airport Doncaster Sheffield (DSA),Doncaster,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
879,UK,Durham Tees Valley Airport (MME),Durham,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
880,UK,Edinburgh Airport (EDI),Edinburgh (Scotland),United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
881,UK,East Midlands Airport (EMA),East Midlands,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
882,UK,Exeter International Airport (EXT),Exeter,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
883,UK,Glasgow Airport (GLA),Glasgow,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
884,UK,Guernsey Airport (GCI),Guernsey / Channel Islands,United Kingdom of Great Britain & Northern Ireland,"Porter service - 95,00 (up to 4 bags)
Electric buggy - 120,00 (1-3 pax) – one-way (T2, 3, 4) Business Lounge at departure - 95,00 p/Pax Children 2 - 12 – 220,00 / 390,00 (transit)
VAT Refund assistance - 125,00 p/p;
VAT Refund assistance with Porter - 190,00 p/p Last minute requests: < 48 hours + 25%; Amendments: 48-24 hours + 25%;
Amendments: < 24 hours + 50%; Bank & National holidays +25% IMPORTANT:
Arrival service – 1,5 hours incl. Departure services – 2 hours incl. Transit service – 2,5 hours incl.
Each extra hour or part of it – 110,00"
